Node1,Node2
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
189.1,27.5
183.9,26.75
176.85,25.7
172.85,25.1
172.05,25
176.6,25.7
211.6,30.75
252.45,36.7
273.2,39.75
273.55,39.8
260.8,37.9
250.3,36.4
272.35,39.55
282.45,41.05
270.8,39.35
257.15,37.4
233.7,34
225.05,32.75
239.3,34.75
240.15,34.9
245.3,35.65
229.05,33.3
210.7,30.65
199.7,29
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
210.1,30.55
204.35,29.7
196.5,28.55
192.05,27.95
191.15,27.75
196.2,28.5
235.15,34.2
280.5,40.75
303.55,44.1
303.9,44.15
289.75,42.15
278.15,40.4
302.6,43.95
313.85,45.6
300.9,43.75
285.75,41.5
259.7,37.75
250.05,36.35
265.85,38.65
266.8,38.8
272.55,39.6
254.5,37
234.05,34.05
221.9,32.25
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
202.25,29.4
196.7,28.6
189.05,27.45
184.85,26.9
183.95,26.75
188.85,27.45
226.3,32.9
269.95,39.2
292.1,42.45
292.5,42.5
278.85,40.5
267.65,38.9
291.25,42.35
302.05,43.9
289.6,42.05
275,40
249.95,36.35
240.65,34.95
255.85,37.15
256.8,37.3
262.3,38.1
244.95,35.6
225.3,32.75
213.55,31.05
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
182.05,26.45
177,25.75
170.2,24.75
166.35,24.15
165.6,24.05
169.95,24.7
203.7,29.6
242.95,35.3
262.95,38.2
263.25,38.25
251,36.5
240.9,35.05
262.1,38.1
271.8,39.5
260.65,37.9
247.5,35.95
224.95,32.7
216.6,31.5
230.25,33.45
231.1,33.55
236.05,34.3
220.45,32.05
202.75,29.45
192.2,27.95
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
