year,month,day,hour,Node2
2016,4,1,14,101.4
2016,4,1,15,97.2
2016,4,1,16,92.3
2016,4,1,17,83.8
2016,4,1,18,80.7
2016,4,1,19,85.8
2016,4,1,20,86.1
2016,4,1,21,88
2016,4,1,22,82.2
2016,4,1,23,75.6
2016,4,1,24,71.6
2016,4,2,1,61.1
2016,4,2,2,59.4
2016,4,2,3,57.1
2016,4,2,4,55.9
2016,4,2,5,55.5
2016,4,2,6,57
2016,4,2,7,68.3
2016,4,2,8,81.5
2016,4,2,9,88.2
2016,4,2,10,88.3
2016,4,2,11,84.1
2016,4,2,12,80.8
2016,4,2,13,87.9
2016,4,2,14,91.1
2016,4,2,15,87.5
2016,4,2,16,83
2016,4,2,17,75.5
2016,4,2,18,72.7
2016,4,2,19,77.3
2016,4,2,20,77.6
2016,4,2,21,79.2
2016,4,2,22,73.9
2016,4,2,23,68.1
2016,4,2,24,64.5
2016,4,3,1,61.1
2016,4,3,2,59.4
2016,4,3,3,57.1
2016,4,3,4,55.9
2016,4,3,5,55.5
2016,4,3,6,57
2016,4,3,7,68.3
2016,4,3,8,81.5
2016,4,3,9,88.2
2016,4,3,10,88.3
2016,4,3,11,84.1
2016,4,3,12,80.8
2016,4,3,13,87.9
2016,4,3,14,91.1
2016,4,3,15,87.5
2016,4,3,16,83
2016,4,3,17,75.5
2016,4,3,18,72.7
2016,4,3,19,77.3
2016,4,3,20,77.6
2016,4,3,21,79.2
2016,4,3,22,73.9
2016,4,3,23,68.1
2016,4,3,24,64.5
2016,4,4,1,67.9
2016,4,4,2,66
2016,4,4,3,63.5
2016,4,4,4,62
2016,4,4,5,61.7
2016,4,4,6,63.4
2016,4,4,7,75.9
2016,4,4,8,90.5
2016,4,4,9,98
2016,4,4,10,98.1
2016,4,4,11,93.5
2016,4,4,12,89.8
2016,4,4,13,97.7
2016,4,4,14,101.4
2016,4,4,15,97.2
2016,4,4,16,92.3
2016,4,4,17,83.8
2016,4,4,18,80.7
2016,4,4,19,85.8
2016,4,4,20,86.1
2016,4,4,21,88
2016,4,4,22,82.2
2016,4,4,23,75.6
2016,4,4,24,71.6
2016,4,5,1,67.9
2016,4,5,2,66
2016,4,5,3,63.5
2016,4,5,4,62
2016,4,5,5,61.7
2016,4,5,6,63.4
2016,4,5,7,75.9
2016,4,5,8,90.5
2016,4,5,9,98
2016,4,5,10,98.1
2016,4,5,11,93.5
2016,4,5,12,89.8
2016,4,5,13,97.7
2016,4,5,14,101.4
2016,4,5,15,97.2
2016,4,5,16,92.3
2016,4,5,17,83.8
2016,4,5,18,80.7
2016,4,5,19,85.8
2016,4,5,20,86.1
2016,4,5,21,88
2016,4,5,22,82.2
2016,4,5,23,75.6
2016,4,5,24,71.6
2016,4,6,1,67.9
2016,4,6,2,66
2016,4,6,3,63.5
2016,4,6,4,62
2016,4,6,5,61.7
2016,4,6,6,63.4
2016,4,6,7,75.9
2016,4,6,8,90.5
2016,4,6,9,98
2016,4,6,10,98.1
2016,4,6,11,93.5
2016,4,6,12,89.8
2016,4,6,13,97.7
2016,4,6,14,101.4
2016,4,6,15,97.2
2016,4,6,16,92.3
2016,4,6,17,83.8
2016,4,6,18,80.7
2016,4,6,19,85.8
2016,4,6,20,86.1
2016,4,6,21,88
2016,4,6,22,82.2
2016,4,6,23,75.6
2016,4,6,24,71.6
2016,4,7,1,67.9
2016,4,7,2,66
2016,4,7,3,63.5
2016,4,7,4,62
2016,4,7,5,61.7
2016,4,7,6,63.4
2016,4,7,7,75.9
2016,4,7,8,90.5
2016,4,7,9,98
2016,4,7,10,98.1
2016,4,7,11,93.5
2016,4,7,12,89.8
2016,4,7,13,97.7
2016,4,7,14,101.4
2016,4,7,15,97.2
2016,4,7,16,92.3
2016,4,7,17,83.8
2016,4,7,18,80.7
2016,4,7,19,85.8
2016,4,7,20,86.1
2016,4,7,21,88
2016,4,7,22,82.2
2016,4,7,23,75.6
2016,4,7,24,71.6
2016,4,8,1,67.9
2016,4,8,2,66
2016,4,8,3,63.5
2016,4,8,4,62
2016,4,8,5,61.7
2016,4,8,6,63.4
2016,4,8,7,75.9
2016,4,8,8,90.5
2016,4,8,9,98
2016,4,8,10,98.1
2016,4,8,11,93.5
2016,4,8,12,89.8
2016,4,8,13,97.7
2016,4,8,14,101.4
2016,4,8,15,97.2
2016,4,8,16,92.3
2016,4,8,17,83.8
2016,4,8,18,80.7
2016,4,8,19,85.8
2016,4,8,20,86.1
2016,4,8,21,88
2016,4,8,22,82.2
2016,4,8,23,75.6
2016,4,8,24,71.6
2016,4,9,1,61.1
2016,4,9,2,59.4
2016,4,9,3,57.1
2016,4,9,4,55.9
2016,4,9,5,55.5
2016,4,9,6,57
2016,4,9,7,68.3
2016,4,9,8,81.5
2016,4,9,9,88.2
2016,4,9,10,88.3
2016,4,9,11,84.1
2016,4,9,12,80.8
2016,4,9,13,87.9
2016,4,9,14,91.1
2016,4,9,15,87.5
2016,4,9,16,83
2016,4,9,17,75.5
2016,4,9,18,72.7
2016,4,9,19,77.3
2016,4,9,20,77.6
2016,4,9,21,79.2
2016,4,9,22,73.9
2016,4,9,23,68.1
2016,4,9,24,64.5
2016,4,10,1,61.1
2016,4,10,2,59.4
2016,4,10,3,57.1
2016,4,10,4,55.9
2016,4,10,5,55.5
2016,4,10,6,57
2016,4,10,7,68.3
2016,4,10,8,81.5
2016,4,10,9,88.2
2016,4,10,10,88.3
2016,4,10,11,84.1
2016,4,10,12,80.8
2016,4,10,13,87.9
2016,4,10,14,91.1
2016,4,10,15,87.5
2016,4,10,16,83
2016,4,10,17,75.5
2016,4,10,18,72.7
2016,4,10,19,77.3
2016,4,10,20,77.6
2016,4,10,21,79.2
2016,4,10,22,73.9
2016,4,10,23,68.1
2016,4,10,24,64.5
2016,4,11,1,67.9
2016,4,11,2,66
2016,4,11,3,63.5
2016,4,11,4,62
2016,4,11,5,61.7
2016,4,11,6,63.4
2016,4,11,7,75.9
2016,4,11,8,90.5
2016,4,11,9,98
2016,4,11,10,98.1
2016,4,11,11,93.5
2016,4,11,12,89.8
2016,4,11,13,97.7
2016,4,11,14,101.4
2016,4,11,15,97.2
2016,4,11,16,92.3
2016,4,11,17,83.8
2016,4,11,18,80.7
2016,4,11,19,85.8
2016,4,11,20,86.1
2016,4,11,21,88
2016,4,11,22,82.2
2016,4,11,23,75.6
2016,4,11,24,71.6
2016,4,12,1,67.9
2016,4,12,2,66
2016,4,12,3,63.5
2016,4,12,4,62
2016,4,12,5,61.7
2016,4,12,6,63.4
2016,4,12,7,75.9
2016,4,12,8,90.5
2016,4,12,9,98
2016,4,12,10,98.1
2016,4,12,11,93.5
2016,4,12,12,89.8
2016,4,12,13,97.7
2016,4,12,14,101.4
2016,4,12,15,97.2
2016,4,12,16,92.3
2016,4,12,17,83.8
2016,4,12,18,80.7
2016,4,12,19,85.8
2016,4,12,20,86.1
2016,4,12,21,88
2016,4,12,22,82.2
2016,4,12,23,75.6
2016,4,12,24,71.6
2016,4,13,1,67.9
2016,4,13,2,66
2016,4,13,3,63.5
2016,4,13,4,62
2016,4,13,5,61.7
2016,4,13,6,63.4
2016,4,13,7,75.9
2016,4,13,8,90.5
2016,4,13,9,98
2016,4,13,10,98.1
2016,4,13,11,93.5
2016,4,13,12,89.8
2016,4,13,13,97.7
2016,4,13,14,101.4
2016,4,13,15,97.2
2016,4,13,16,92.3
2016,4,13,17,83.8
2016,4,13,18,80.7
2016,4,13,19,85.8
2016,4,13,20,86.1
2016,4,13,21,88
2016,4,13,22,82.2
2016,4,13,23,75.6
2016,4,13,24,71.6
2016,4,14,1,67.9
2016,4,14,2,66
2016,4,14,3,63.5
2016,4,14,4,62
2016,4,14,5,61.7
2016,4,14,6,63.4
2016,4,14,7,75.9
2016,4,14,8,90.5
2016,4,14,9,98
2016,4,14,10,98.1
2016,4,14,11,93.5
2016,4,14,12,89.8
2016,4,14,13,97.7
2016,4,14,14,101.4
2016,4,14,15,97.2
2016,4,14,16,92.3
2016,4,14,17,83.8
2016,4,14,18,80.7
2016,4,14,19,85.8
2016,4,14,20,86.1
2016,4,14,21,88
2016,4,14,22,82.2
2016,4,14,23,75.6
2016,4,14,24,71.6
2016,4,15,1,67.9
2016,4,15,2,66
2016,4,15,3,63.5
2016,4,15,4,62
2016,4,15,5,61.7
2016,4,15,6,63.4
2016,4,15,7,75.9
2016,4,15,8,90.5
2016,4,15,9,98
2016,4,15,10,98.1
2016,4,15,11,93.5
2016,4,15,12,89.8
2016,4,15,13,97.7
2016,4,15,14,101.4
2016,4,15,15,97.2
2016,4,15,16,92.3
2016,4,15,17,83.8
2016,4,15,18,80.7
2016,4,15,19,85.8
2016,4,15,20,86.1
2016,4,15,21,88
2016,4,15,22,82.2
2016,4,15,23,75.6
2016,4,15,24,71.6
2016,4,16,1,61.1
2016,4,16,2,59.4
2016,4,16,3,57.1
2016,4,16,4,55.9
2016,4,16,5,55.5
2016,4,16,6,57
2016,4,16,7,68.3
2016,4,16,8,81.5
2016,4,16,9,88.2
2016,4,16,10,88.3
2016,4,16,11,84.1
2016,4,16,12,80.8
2016,4,16,13,87.9
2016,4,16,14,91.1
2016,4,16,15,87.5
2016,4,16,16,83
2016,4,16,17,75.5
2016,4,16,18,72.7
2016,4,16,19,77.3
2016,4,16,20,77.6
2016,4,16,21,79.2
2016,4,16,22,73.9
2016,4,16,23,68.1
2016,4,16,24,64.5
2016,4,17,1,61.1
2016,4,17,2,59.4
2016,4,17,3,57.1
2016,4,17,4,55.9
2016,4,17,5,55.5
2016,4,17,6,57
2016,4,17,7,68.3
2016,4,17,8,81.5
2016,4,17,9,88.2
2016,4,17,10,88.3
2016,4,17,11,84.1
2016,4,17,12,80.8
2016,4,17,13,87.9
2016,4,17,14,91.1
2016,4,17,15,87.5
2016,4,17,16,83
2016,4,17,17,75.5
2016,4,17,18,72.7
2016,4,17,19,77.3
2016,4,17,20,77.6
2016,4,17,21,79.2
2016,4,17,22,73.9
2016,4,17,23,68.1
2016,4,17,24,64.5
2016,4,18,1,67.9
2016,4,18,2,66
2016,4,18,3,63.5
2016,4,18,4,62
2016,4,18,5,61.7
2016,4,18,6,63.4
2016,4,18,7,75.9
2016,4,18,8,90.5
2016,4,18,9,98
2016,4,18,10,98.1
2016,4,18,11,93.5
2016,4,18,12,89.8
2016,4,18,13,97.7
2016,4,18,14,101.4
2016,4,18,15,97.2
2016,4,18,16,92.3
2016,4,18,17,83.8
2016,4,18,18,80.7
2016,4,18,19,85.8
2016,4,18,20,86.1
2016,4,18,21,88
2016,4,18,22,82.2
2016,4,18,23,75.6
2016,4,18,24,71.6
2016,4,19,1,67.9
2016,4,19,2,66
2016,4,19,3,63.5
2016,4,19,4,62
2016,4,19,5,61.7
2016,4,19,6,63.4
2016,4,19,7,75.9
2016,4,19,8,90.5
2016,4,19,9,98
2016,4,19,10,98.1
2016,4,19,11,93.5
2016,4,19,12,89.8
2016,4,19,13,97.7
2016,4,19,14,101.4
2016,4,19,15,97.2
2016,4,19,16,92.3
2016,4,19,17,83.8
2016,4,19,18,80.7
2016,4,19,19,85.8
2016,4,19,20,86.1
2016,4,19,21,88
2016,4,19,22,82.2
2016,4,19,23,75.6
2016,4,19,24,71.6
2016,4,20,1,67.9
2016,4,20,2,66
2016,4,20,3,63.5
2016,4,20,4,62
2016,4,20,5,61.7
2016,4,20,6,63.4
2016,4,20,7,75.9
2016,4,20,8,90.5
2016,4,20,9,98
2016,4,20,10,98.1
2016,4,20,11,93.5
2016,4,20,12,89.8
2016,4,20,13,97.7
2016,4,20,14,101.4
2016,4,20,15,97.2
2016,4,20,16,92.3
2016,4,20,17,83.8
2016,4,20,18,80.7
2016,4,20,19,85.8
2016,4,20,20,86.1
2016,4,20,21,88
2016,4,20,22,82.2
2016,4,20,23,75.6
2016,4,20,24,71.6
2016,4,21,1,67.9
2016,4,21,2,66
2016,4,21,3,63.5
2016,4,21,4,62
2016,4,21,5,61.7
2016,4,21,6,63.4
2016,4,21,7,75.9
2016,4,21,8,90.5
2016,4,21,9,98
2016,4,21,10,98.1
2016,4,21,11,93.5
2016,4,21,12,89.8
2016,4,21,13,97.7
2016,4,21,14,101.4
2016,4,21,15,97.2
2016,4,21,16,92.3
2016,4,21,17,83.8
2016,4,21,18,80.7
2016,4,21,19,85.8
2016,4,21,20,86.1
2016,4,21,21,88
2016,4,21,22,82.2
2016,4,21,23,75.6
2016,4,21,24,71.6
2016,4,22,1,67.9
2016,4,22,2,66
2016,4,22,3,63.5
2016,4,22,4,62
2016,4,22,5,61.7
2016,4,22,6,63.4
2016,4,22,7,75.9
2016,4,22,8,90.5
2016,4,22,9,98
2016,4,22,10,98.1
2016,4,22,11,93.5
2016,4,22,12,89.8
2016,4,22,13,97.7
2016,4,22,14,101.4
2016,4,22,15,97.2
2016,4,22,16,92.3
2016,4,22,17,83.8
2016,4,22,18,80.7
2016,4,22,19,85.8
2016,4,22,20,86.1
2016,4,22,21,88
2016,4,22,22,82.2
2016,4,22,23,75.6
2016,4,22,24,71.6
2016,4,23,1,61.1
2016,4,23,2,59.4
2016,4,23,3,57.1
2016,4,23,4,55.9
2016,4,23,5,55.5
2016,4,23,6,57
2016,4,23,7,68.3
2016,4,23,8,81.5
2016,4,23,9,88.2
2016,4,23,10,88.3
2016,4,23,11,84.1
2016,4,23,12,80.8
2016,4,23,13,87.9
2016,4,23,14,91.1
2016,4,23,15,87.5
2016,4,23,16,83
2016,4,23,17,75.5
2016,4,23,18,72.7
2016,4,23,19,77.3
2016,4,23,20,77.6
2016,4,23,21,79.2
2016,4,23,22,73.9
2016,4,23,23,68.1
2016,4,23,24,64.5
2016,4,24,1,61.1
2016,4,24,2,59.4
2016,4,24,3,57.1
2016,4,24,4,55.9
2016,4,24,5,55.5
2016,4,24,6,57
2016,4,24,7,68.3
2016,4,24,8,81.5
2016,4,24,9,88.2
2016,4,24,10,88.3
2016,4,24,11,84.1
2016,4,24,12,80.8
2016,4,24,13,87.9
2016,4,24,14,91.1
2016,4,24,15,87.5
2016,4,24,16,83
2016,4,24,17,75.5
2016,4,24,18,72.7
2016,4,24,19,77.3
2016,4,24,20,77.6
2016,4,24,21,79.2
2016,4,24,22,73.9
2016,4,24,23,68.1
2016,4,24,24,64.5
2016,4,25,1,67.9
2016,4,25,2,66
2016,4,25,3,63.5
2016,4,25,4,62
2016,4,25,5,61.7
2016,4,25,6,63.4
2016,4,25,7,75.9
2016,4,25,8,90.5
2016,4,25,9,98
2016,4,25,10,98.1
2016,4,25,11,93.5
2016,4,25,12,89.8
2016,4,25,13,97.7
2016,4,25,14,101.4
2016,4,25,15,97.2
2016,4,25,16,92.3
2016,4,25,17,83.8
2016,4,25,18,80.7
2016,4,25,19,85.8
2016,4,25,20,86.1
2016,4,25,21,88
2016,4,25,22,82.2
2016,4,25,23,75.6
2016,4,25,24,71.6
2016,4,26,1,67.9
2016,4,26,2,66
2016,4,26,3,63.5
2016,4,26,4,62
2016,4,26,5,61.7
2016,4,26,6,63.4
2016,4,26,7,75.9
2016,4,26,8,90.5
2016,4,26,9,98
2016,4,26,10,98.1
2016,4,26,11,93.5
2016,4,26,12,89.8
2016,4,26,13,97.7
2016,4,26,14,101.4
2016,4,26,15,97.2
2016,4,26,16,92.3
2016,4,26,17,83.8
2016,4,26,18,80.7
2016,4,26,19,85.8
2016,4,26,20,86.1
2016,4,26,21,88
2016,4,26,22,82.2
2016,4,26,23,75.6
2016,4,26,24,71.6
2016,4,27,1,67.9
2016,4,27,2,66
2016,4,27,3,63.5
2016,4,27,4,62
2016,4,27,5,61.7
2016,4,27,6,63.4
2016,4,27,7,75.9
2016,4,27,8,90.5
2016,4,27,9,98
2016,4,27,10,98.1
2016,4,27,11,93.5
2016,4,27,12,89.8
2016,4,27,13,97.7
2016,4,27,14,101.4
2016,4,27,15,97.2
2016,4,27,16,92.3
2016,4,27,17,83.8
2016,4,27,18,80.7
2016,4,27,19,85.8
2016,4,27,20,86.1
2016,4,27,21,88
2016,4,27,22,82.2
2016,4,27,23,75.6
2016,4,27,24,71.6
2016,4,28,1,67.9
2016,4,28,2,66
2016,4,28,3,63.5
2016,4,28,4,62
2016,4,28,5,61.7
2016,4,28,6,63.4
2016,4,28,7,75.9
2016,4,28,8,90.5
2016,4,28,9,98
2016,4,28,10,98.1
2016,4,28,11,93.5
2016,4,28,12,89.8
2016,4,28,13,97.7
2016,4,28,14,101.4
2016,4,28,15,97.2
2016,4,28,16,92.3
2016,4,28,17,83.8
2016,4,28,18,80.7
2016,4,28,19,85.8
2016,4,28,20,86.1
2016,4,28,21,88
2016,4,28,22,82.2
2016,4,28,23,75.6
2016,4,28,24,71.6
2016,4,29,1,67.9
2016,4,29,2,66
2016,4,29,3,63.5
2016,4,29,4,62
2016,4,29,5,61.7
2016,4,29,6,63.4
2016,4,29,7,75.9
2016,4,29,8,90.5
2016,4,29,9,98
2016,4,29,10,98.1
2016,4,29,11,93.5
2016,4,29,12,89.8
2016,4,29,13,97.7
2016,4,29,14,101.4
2016,4,29,15,97.2
2016,4,29,16,92.3
2016,4,29,17,83.8
2016,4,29,18,80.7
2016,4,29,19,85.8
2016,4,29,20,86.1
2016,4,29,21,88
2016,4,29,22,82.2
2016,4,29,23,75.6
2016,4,29,24,71.6
2016,4,30,1,61.1
2016,4,30,2,59.4
2016,4,30,3,57.1
2016,4,30,4,55.9
2016,4,30,5,55.5
2016,4,30,6,57
2016,4,30,7,68.3
2016,4,30,8,81.5
2016,4,30,9,88.2
2016,4,30,10,88.3
2016,4,30,11,84.1
2016,4,30,12,80.8
2016,4,30,13,87.9
2016,4,30,14,91.1
2016,4,30,15,87.5
2016,4,30,16,83
2016,4,30,17,75.5
2016,4,30,18,72.7
2016,4,30,19,77.3
2016,4,30,20,77.6
2016,4,30,21,79.2
2016,4,30,22,73.9
2016,4,30,23,68.1
2016,4,30,24,64.5
2016,5,1,1,61.5
2016,5,1,2,59.8
2016,5,1,3,57.5
2016,5,1,4,56.2
2016,5,1,5,56
2016,5,1,6,57.4
2016,5,1,7,68.8
2016,5,1,8,82.1
2016,5,1,9,88.8
2016,5,1,10,89
2016,5,1,11,84.8
2016,5,1,12,81.4
2016,5,1,13,88.5
2016,5,1,14,91.9
2016,5,1,15,88.1
2016,5,1,16,83.6
2016,5,1,17,76
2016,5,1,18,73.2
2016,5,1,19,77.8
2016,5,1,20,78.1
2016,5,1,21,79.8
2016,5,1,22,74.5
2016,5,1,23,68.5
2016,5,1,24,64.9
2016,5,2,1,68.4
2016,5,2,2,66.5
2016,5,2,3,63.9
2016,5,2,4,62.4
2016,5,2,5,62.2
2016,5,2,6,63.8
2016,5,2,7,76.5
2016,5,2,8,91.2
2016,5,2,9,98.8
2016,5,2,10,98.9
2016,5,2,11,94.3
2016,5,2,12,90.4
2016,5,2,13,98.5
2016,5,2,14,102.1
2016,5,2,15,97.8
2016,5,2,16,92.9
2016,5,2,17,84.5
2016,5,2,18,81.3
2016,5,2,19,86.4
2016,5,2,20,86.8
2016,5,2,21,88.6
2016,5,2,22,82.8
2016,5,2,23,76.1
2016,5,2,24,72.1
2016,5,3,1,68.4
2016,5,3,2,66.5
2016,5,3,3,63.9
2016,5,3,4,62.4
2016,5,3,5,62.2
2016,5,3,6,63.8
2016,5,3,7,76.5
2016,5,3,8,91.2
2016,5,3,9,98.8
2016,5,3,10,98.9
2016,5,3,11,94.3
2016,5,3,12,90.4
2016,5,3,13,98.5
2016,5,3,14,102.1
2016,5,3,15,97.8
2016,5,3,16,92.9
2016,5,3,17,84.5
2016,5,3,18,81.3
2016,5,3,19,86.4
2016,5,3,20,86.8
2016,5,3,21,88.6
2016,5,3,22,82.8
2016,5,3,23,76.1
2016,5,3,24,72.1
2016,5,4,1,68.4
2016,5,4,2,66.5
2016,5,4,3,63.9
2016,5,4,4,62.4
2016,5,4,5,62.2
2016,5,4,6,63.8
2016,5,4,7,76.5
2016,5,4,8,91.2
2016,5,4,9,98.8
2016,5,4,10,98.9
2016,5,4,11,94.3
2016,5,4,12,90.4
2016,5,4,13,98.5
2016,5,4,14,102.1
2016,5,4,15,97.8
2016,5,4,16,92.9
2016,5,4,17,84.5
2016,5,4,18,81.3
2016,5,4,19,86.4
2016,5,4,20,86.8
2016,5,4,21,88.6
2016,5,4,22,82.8
2016,5,4,23,76.1
2016,5,4,24,72.1
2016,5,5,1,68.4
2016,5,5,2,66.5
2016,5,5,3,63.9
2016,5,5,4,62.4
2016,5,5,5,62.2
2016,5,5,6,63.8
2016,5,5,7,76.5
2016,5,5,8,91.2
2016,5,5,9,98.8
2016,5,5,10,98.9
2016,5,5,11,94.3
2016,5,5,12,90.4
2016,5,5,13,98.5
2016,5,5,14,102.1
2016,5,5,15,97.8
2016,5,5,16,92.9
2016,5,5,17,84.5
2016,5,5,18,81.3
2016,5,5,19,86.4
2016,5,5,20,86.8
2016,5,5,21,88.6
2016,5,5,22,82.8
2016,5,5,23,76.1
2016,5,5,24,72.1
2016,5,6,1,68.4
2016,5,6,2,66.5
2016,5,6,3,63.9
2016,5,6,4,62.4
2016,5,6,5,62.2
2016,5,6,6,63.8
2016,5,6,7,76.5
2016,5,6,8,91.2
2016,5,6,9,98.8
2016,5,6,10,98.9
2016,5,6,11,94.3
2016,5,6,12,90.4
2016,5,6,13,98.5
2016,5,6,14,102.1
2016,5,6,15,97.8
2016,5,6,16,92.9
2016,5,6,17,84.5
2016,5,6,18,81.3
2016,5,6,19,86.4
2016,5,6,20,86.8
2016,5,6,21,88.6
2016,5,6,22,82.8
2016,5,6,23,76.1
2016,5,6,24,72.1
2016,5,7,1,61.5
2016,5,7,2,59.8
2016,5,7,3,57.5
2016,5,7,4,56.2
2016,5,7,5,56
2016,5,7,6,57.4
2016,5,7,7,68.8
2016,5,7,8,82.1
2016,5,7,9,88.8
2016,5,7,10,89
2016,5,7,11,84.8
2016,5,7,12,81.4
2016,5,7,13,88.5
2016,5,7,14,91.9
2016,5,7,15,88.1
2016,5,7,16,83.6
2016,5,7,17,76
2016,5,7,18,73.2
2016,5,7,19,77.8
2016,5,7,20,78.1
2016,5,7,21,79.8
2016,5,7,22,74.5
2016,5,7,23,68.5
2016,5,7,24,64.9
2016,5,8,1,61.5
2016,5,8,2,59.8
2016,5,8,3,57.5
2016,5,8,4,56.2
2016,5,8,5,56
2016,5,8,6,57.4
2016,5,8,7,68.8
2016,5,8,8,82.1
2016,5,8,9,88.8
2016,5,8,10,89
2016,5,8,11,84.8
2016,5,8,12,81.4
2016,5,8,13,88.5
2016,5,8,14,91.9
2016,5,8,15,88.1
2016,5,8,16,83.6
2016,5,8,17,76
2016,5,8,18,73.2
2016,5,8,19,77.8
2016,5,8,20,78.1
2016,5,8,21,79.8
2016,5,8,22,74.5
2016,5,8,23,68.5
2016,5,8,24,64.9
2016,5,9,1,68.4
2016,5,9,2,66.5
2016,5,9,3,63.9
2016,5,9,4,62.4
2016,5,9,5,62.2
2016,5,9,6,63.8
2016,5,9,7,76.5
2016,5,9,8,91.2
2016,5,9,9,98.8
2016,5,9,10,98.9
2016,5,9,11,94.3
2016,5,9,12,90.4
2016,5,9,13,98.5
2016,5,9,14,102.1
2016,5,9,15,97.8
2016,5,9,16,92.9
2016,5,9,17,84.5
2016,5,9,18,81.3
2016,5,9,19,86.4
2016,5,9,20,86.8
2016,5,9,21,88.6
2016,5,9,22,82.8
2016,5,9,23,76.1
2016,5,9,24,72.1
2016,5,10,1,68.4
2016,5,10,2,66.5
2016,5,10,3,63.9
2016,5,10,4,62.4
2016,5,10,5,62.2
2016,5,10,6,63.8
2016,5,10,7,76.5
2016,5,10,8,91.2
2016,5,10,9,98.8
2016,5,10,10,98.9
2016,5,10,11,94.3
2016,5,10,12,90.4
2016,5,10,13,98.5
2016,5,10,14,102.1
2016,5,10,15,97.8
2016,5,10,16,92.9
2016,5,10,17,84.5
2016,5,10,18,81.3
2016,5,10,19,86.4
2016,5,10,20,86.8
2016,5,10,21,88.6
2016,5,10,22,82.8
2016,5,10,23,76.1
2016,5,10,24,72.1
2016,5,11,1,68.4
2016,5,11,2,66.5
2016,5,11,3,63.9
2016,5,11,4,62.4
2016,5,11,5,62.2
2016,5,11,6,63.8
2016,5,11,7,76.5
2016,5,11,8,91.2
2016,5,11,9,98.8
2016,5,11,10,98.9
2016,5,11,11,94.3
2016,5,11,12,90.4
2016,5,11,13,98.5
2016,5,11,14,102.1
2016,5,11,15,97.8
2016,5,11,16,92.9
2016,5,11,17,84.5
2016,5,11,18,81.3
2016,5,11,19,86.4
2016,5,11,20,86.8
2016,5,11,21,88.6
2016,5,11,22,82.8
2016,5,11,23,76.1
2016,5,11,24,72.1
2016,5,12,1,68.4
2016,5,12,2,66.5
2016,5,12,3,63.9
2016,5,12,4,62.4
2016,5,12,5,62.2
2016,5,12,6,63.8
2016,5,12,7,76.5
2016,5,12,8,91.2
2016,5,12,9,98.8
2016,5,12,10,98.9
2016,5,12,11,94.3
2016,5,12,12,90.4
2016,5,12,13,98.5
2016,5,12,14,102.1
2016,5,12,15,97.8
2016,5,12,16,92.9
2016,5,12,17,84.5
2016,5,12,18,81.3
2016,5,12,19,86.4
2016,5,12,20,86.8
2016,5,12,21,88.6
2016,5,12,22,82.8
2016,5,12,23,76.1
2016,5,12,24,72.1
2016,5,13,1,68.4
2016,5,13,2,66.5
2016,5,13,3,63.9
2016,5,13,4,62.4
2016,5,13,5,62.2
2016,5,13,6,63.8
2016,5,13,7,76.5
2016,5,13,8,91.2
2016,5,13,9,98.8
2016,5,13,10,98.9
2016,5,13,11,94.3
2016,5,13,12,90.4
2016,5,13,13,98.5
2016,5,13,14,102.1
2016,5,13,15,97.8
2016,5,13,16,92.9
2016,5,13,17,84.5
2016,5,13,18,81.3
2016,5,13,19,86.4
2016,5,13,20,86.8
2016,5,13,21,88.6
2016,5,13,22,82.8
2016,5,13,23,76.1
2016,5,13,24,72.1
2016,5,14,1,61.5
2016,5,14,2,59.8
2016,5,14,3,57.5
2016,5,14,4,56.2
2016,5,14,5,56
2016,5,14,6,57.4
2016,5,14,7,68.8
2016,5,14,8,82.1
2016,5,14,9,88.8
2016,5,14,10,89
2016,5,14,11,84.8
2016,5,14,12,81.4
2016,5,14,13,88.5
2016,5,14,14,91.9
2016,5,14,15,88.1
2016,5,14,16,83.6
2016,5,14,17,76
2016,5,14,18,73.2
2016,5,14,19,77.8
2016,5,14,20,78.1
2016,5,14,21,79.8
2016,5,14,22,74.5
2016,5,14,23,68.5
2016,5,14,24,64.9
2016,5,15,1,61.5
2016,5,15,2,59.8
2016,5,15,3,57.5
2016,5,15,4,56.2
2016,5,15,5,56
2016,5,15,6,57.4
2016,5,15,7,68.8
2016,5,15,8,82.1
2016,5,15,9,88.8
2016,5,15,10,89
2016,5,15,11,84.8
2016,5,15,12,81.4
2016,5,15,13,88.5
2016,5,15,14,91.9
2016,5,15,15,88.1
2016,5,15,16,83.6
2016,5,15,17,76
2016,5,15,18,73.2
2016,5,15,19,77.8
2016,5,15,20,78.1
2016,5,15,21,79.8
2016,5,15,22,74.5
2016,5,15,23,68.5
2016,5,15,24,64.9
2016,5,16,1,68.4
2016,5,16,2,66.5
2016,5,16,3,63.9
2016,5,16,4,62.4
2016,5,16,5,62.2
2016,5,16,6,63.8
2016,5,16,7,76.5
2016,5,16,8,91.2
2016,5,16,9,98.8
2016,5,16,10,98.9
2016,5,16,11,94.3
2016,5,16,12,90.4
2016,5,16,13,98.5
2016,5,16,14,102.1
2016,5,16,15,97.8
2016,5,16,16,92.9
2016,5,16,17,84.5
2016,5,16,18,81.3
2016,5,16,19,86.4
2016,5,16,20,86.8
2016,5,16,21,88.6
2016,5,16,22,82.8
2016,5,16,23,76.1
2016,5,16,24,72.1
2016,5,17,1,68.4
2016,5,17,2,66.5
