bus7,bus8,bus9,bus18,bus19
82.8658,38.1183,82.8658,82.8658,19.0591
81.5247,37.5014,81.5247,81.5247,18.7507
78.2834,36.0103,78.2834,78.2834,18.0052
77.4076,35.6075,77.4076,77.4076,17.8037
72.5472,33.3717,72.5472,72.5472,16.6859
69.3608,31.906,69.3608,69.3608,15.953
66.1873,30.4462,66.1873,66.1873,15.2231
63.9219,29.4041,63.9219,63.9219,14.702
62.8458,28.9091,62.8458,62.8458,14.4545
63.8993,29.3937,63.8993,63.8993,14.6968
67.8031,31.1894,67.8031,67.8031,15.5947
61.3722,28.2312,61.3722,61.3722,14.1156
61.5337,28.3055,61.5337,61.5337,14.1528
68.1942,31.3693,68.1942,68.1942,15.6847
72.3824,33.2959,72.3824,72.3824,16.6479
74.3537,34.2027,74.3537,74.3537,17.1013
72.3856,33.2974,72.3856,72.3856,16.6487
73.3422,33.7374,73.3422,73.3422,16.8687
78.1541,35.9509,78.1541,78.1541,17.9754
77.3882,35.5986,77.3882,77.3882,17.7993
75.223,34.6026,75.223,75.223,17.3013
71.2287,32.7652,71.2287,71.2287,16.3826
70.1396,32.2642,70.1396,70.1396,16.1321
82.5911,37.9919,82.5911,82.5911,18.996
83.664,38.4855,83.664,83.664,19.2427
82.8981,38.1331,82.8981,82.8981,19.0666
79.8119,36.7135,79.8119,79.8119,18.3567
79.1979,36.431,79.1979,79.1979,18.2155
74.4571,34.2503,74.4571,74.4571,17.1251
70.7245,32.5333,70.7245,70.7245,16.2666
67.8031,31.1894,67.8031,67.8031,15.5947
64.9754,29.8887,64.9754,64.9754,14.9444
63.6246,29.2673,63.6246,63.6246,14.6337
64.7977,29.8069,64.7977,64.7977,14.9035
68.1554,31.3515,68.1554,68.1554,15.6757
62.6163,28.8035,62.6163,62.6163,14.4018
62.9847,28.973,62.9847,62.9847,14.4865
70.0168,32.2077,70.0168,70.0168,16.1039
71.6585,32.9629,71.6585,71.6585,16.4815
73.8819,33.9857,73.8819,73.8819,16.9928
71.429,32.8574,71.429,71.429,16.4287
72.3759,33.2929,72.3759,72.3759,16.6465
77.1814,35.5034,77.1814,77.1814,17.7517
77.6112,35.7011,77.6112,77.6112,17.8506
75.265,34.6219,75.265,75.265,17.3109
71.6973,32.9807,71.6973,71.6973,16.4904
70.9507,32.6373,70.9507,70.9507,16.3187
82.7786,38.0781,82.7786,82.7786,19.0391
84.417,38.8318,84.417,84.417,19.4159
83.7965,38.5464,83.7965,83.7965,19.2732
79.1107,36.3909,79.1107,79.1107,18.1954
79.2819,36.4697,79.2819,79.2819,18.2348
74.1501,34.109,74.1501,74.1501,17.0545
70.7439,32.5422,70.7439,70.7439,16.2711
67.425,31.0155,67.425,67.425,15.5078
65.1564,29.9719,65.1564,65.1564,14.986
64.0189,29.4487,64.0189,64.0189,14.7243
64.4972,29.6687,64.4972,64.4972,14.8343
68.3945,31.4615,68.3945,68.3945,15.7307
63.0429,28.9997,63.0429,63.0429,14.4999
62.904,28.9358,62.904,62.904,14.4679
69.0182,31.7484,69.0182,69.0182,15.8742
71.9816,33.1116,71.9816,71.9816,16.5558
74.0919,34.0823,74.0919,74.0919,17.0411
72.1077,33.1695,72.1077,72.1077,16.5848
73.2032,33.6735,73.2032,73.2032,16.8367
77.7986,35.7874,77.7986,77.7986,17.8937
78.1379,35.9434,78.1379,78.1379,17.9717
76.5092,35.1942,76.5092,76.5092,17.5971
71.3224,32.8083,71.3224,71.3224,16.4041
70.3884,32.3787,70.3884,70.3884,16.1893
82.4586,37.931,82.4586,82.4586,18.9655
84.0098,38.6445,84.0098,84.0098,19.3223
83.37,38.3502,83.37,83.37,19.1751
80.5972,37.0747,80.5972,80.5972,18.5374
80.1286,36.8592,80.1286,80.1286,18.4296
74.7221,34.3722,74.7221,74.7221,17.1861
71.2804,32.789,71.2804,71.2804,16.3945
68.2588,31.399,68.2588,68.2588,15.6995
66.0936,30.4031,66.0936,66.0936,15.2015
64.5295,29.6836,64.5295,64.5295,14.8418
65.4343,30.0998,65.4343,65.4343,15.0499
69.28,31.8688,69.28,69.28,15.9344
62.7294,28.8555,62.7294,62.7294,14.4278
63.8508,29.3714,63.8508,63.8508,14.6857
69.9716,32.1869,69.9716,69.9716,16.0935
73.5878,33.8504,73.5878,73.5878,16.9252
76.144,35.0262,76.144,76.144,17.5131
73.7526,33.9262,73.7526,73.7526,16.9631
74.1889,34.1269,74.1889,74.1889,17.0634
79.6374,36.6332,79.6374,79.6374,18.3166
79.1527,36.4102,79.1527,79.1527,18.2051
76.6934,35.279,76.6934,76.6934,17.6395
71.4452,32.8648,71.4452,71.4452,16.4324
71.3903,32.8395,71.3903,71.3903,16.4198
82.4651,37.9339,82.4651,82.4651,18.967
83.6059,38.4587,83.6059,83.6059,19.2293
83.3312,38.3323,83.3312,83.3312,19.1662
80.8008,37.1684,80.8008,80.8008,18.5842
81.1983,37.3512,81.1983,81.1983,18.6756
77.2848,35.551,77.2848,77.2848,17.7755
73.6266,33.8682,73.6266,73.6266,16.9341
70.3044,32.34,70.3044,70.3044,16.17
67.8968,31.2325,67.8968,67.8968,15.6163
66.3295,30.5116,66.3295,66.3295,15.2558
66.7141,30.6885,66.7141,66.7141,15.3442
68.7888,31.6428,68.7888,68.7888,15.8214
64.5618,29.6984,64.5618,64.5618,14.8492
65.3826,30.076,65.3826,65.3826,15.038
70.5048,32.4322,70.5048,70.5048,16.2161
73.5684,33.8415,73.5684,73.5684,16.9207
75.2585,34.6189,75.2585,75.2585,17.3095
73.3486,33.7404,73.3486,73.3486,16.8702
72.7702,33.4743,72.7702,72.7702,16.7371
76.0374,34.9772,76.0374,76.0374,17.4886
74.1145,34.0927,74.1145,74.1145,17.0463
72.6215,33.4059,72.6215,72.6215,16.7029
69.4804,31.961,69.4804,69.4804,15.9805
69.5062,31.9729,69.5062,69.5062,15.9864
79.2302,36.4459,79.2302,79.2302,18.223
79.8345,36.7239,79.8345,79.8345,18.3619
78.2575,35.9984,78.2575,78.2575,17.9992
74.596,34.3142,74.596,74.596,17.1571
71.5518,32.9138,71.5518,71.5518,16.4569
67.6125,31.1017,67.6125,67.6125,15.5509
64.5876,29.7103,64.5876,64.5876,14.8552
62.5937,28.7931,62.5937,62.5937,14.3966
60.3865,27.7778,60.3865,60.3865,13.8889
59.808,27.5117,59.808,59.808,13.7558
59.3782,27.314,59.3782,59.3782,13.657
61.7115,28.3873,61.7115,61.7115,14.1936
58.7319,27.0167,58.7319,58.7319,13.5083
57.3908,26.3998,57.3908,57.3908,13.1999
59.3588,27.3051,59.3588,59.3588,13.6525
61.0425,28.0796,61.0425,61.0425,14.0398
59.9115,27.5593,59.9115,59.9115,13.7796
58.5865,26.9498,58.5865,58.5865,13.4749
58.0597,26.7075,58.0597,58.0597,13.3537
60.4221,27.7941,60.4221,60.4221,13.8971
60.9488,28.0365,60.9488,60.9488,14.0182
60.5869,27.87,60.5869,60.5869,13.935
59.9018,27.5548,59.9018,59.9018,13.7774
61.6307,28.3501,61.6307,61.6307,14.1751
74.0564,34.0659,74.0564,74.0564,17.033
74.609,34.3201,74.609,74.609,17.1601
72.8833,33.5263,72.8833,72.8833,16.7632
69.894,32.1512,69.894,69.894,16.0756
66.6074,30.6394,66.6074,66.6074,15.3197
62.9589,28.9611,62.9589,62.9589,14.4805
60.5546,27.8551,60.5546,60.5546,13.9275
58.0856,26.7194,58.0856,58.0856,13.3597
56.8608,26.156,56.8608,56.8608,13.078
55.9592,25.7412,55.9592,55.9592,12.8706
57.4037,26.4057,57.4037,57.4037,13.2029
62.458,28.7307,62.458,62.458,14.3653
57.9789,26.6703,57.9789,57.9789,13.3352
57.8917,26.6302,57.8917,57.8917,13.3151
64.5456,29.691,64.5456,64.5456,14.8455
67.9486,31.2563,67.9486,67.9486,15.6282
69.9457,32.175,69.9457,69.9457,16.0875
67.3378,30.9754,67.3378,67.3378,15.4877
67.3992,31.0036,67.3992,67.3992,15.5018
71.3806,32.8351,71.3806,71.3806,16.4175
70.7633,32.5511,70.7633,70.7633,16.2756
69.1604,31.8138,69.1604,69.1604,15.9069
65.1112,29.9511,65.1112,65.1112,14.9756
64.9302,29.8679,64.9302,64.9302,14.9339
74.4506,34.2473,74.4506,74.4506,17.1236
75.0097,34.5045,75.0097,75.0097,17.2522
72.3694,33.2899,72.3694,72.3694,16.645
68.8017,31.6488,68.8017,68.8017,15.8244
68.5658,31.5403,68.5658,68.5658,15.7701
64.09,29.4814,64.09,64.09,14.7407
61.8892,28.469,61.8892,61.8892,14.2345
59.9825,27.592,59.9825,59.9825,13.796
58.1793,26.7625,58.1793,58.1793,13.3812
57.5103,26.4548,57.5103,57.5103,13.2274
59.0971,27.1847,59.0971,59.0971,13.5923
63.8928,29.3907,63.8928,63.8928,14.6954
58.7707,27.0345,58.7707,58.7707,13.5173
58.7804,27.039,58.7804,58.7804,13.5195
64.2386,29.5498,64.2386,64.2386,14.7749
67.4509,31.0274,67.4509,67.4509,15.5137
68.5173,31.518,68.5173,68.5173,15.759
66.4038,30.5458,66.4038,66.4038,15.2729
66.3877,30.5383,66.3877,66.3877,15.2692
72.2757,33.2468,72.2757,72.2757,16.6234
71.2093,32.7563,71.2093,71.2093,16.3781
70.5306,32.4441,70.5306,70.5306,16.222
66.8304,30.742,66.8304,66.8304,15.371
66.6753,30.6706,66.6753,66.6753,15.3353
78.7261,36.214,78.7261,78.7261,18.107
79.9444,36.7744,79.9444,79.9444,18.3872
78.4094,36.0683,78.4094,78.4094,18.0342
75.3587,34.665,75.3587,75.3587,17.3325
73.4973,33.8088,73.4973,73.4973,16.9044
68.5012,31.5105,68.5012,68.5012,15.7553
65.4957,30.128,65.4957,65.4957,15.064
62.8619,28.9165,62.8619,62.8619,14.4582
60.5352,27.8462,60.5352,60.5352,13.9231
59.7272,27.4745,59.7272,59.7272,13.7373
60.6289,27.8893,60.6289,60.6289,13.9446
64.8753,29.8426,64.8753,64.8753,14.9213
59.3847,27.317,59.3847,59.3847,13.6585
59.4719,27.3571,59.4719,59.4719,13.6785
66.378,30.5339,66.378,66.378,15.2669
70.1945,32.2895,70.1945,70.1945,16.1447
71.5906,32.9317,71.5906,71.5906,16.4658
69.1119,31.7915,69.1119,69.1119,15.8957
70.2689,32.3237,70.2689,70.2689,16.1618
75.2294,34.6055,75.2294,75.2294,17.3028
75.3813,34.6754,75.3813,75.3813,17.3377
73.187,33.666,73.187,73.187,16.833
69.1572,31.8123,69.1572,69.1572,15.9062
69.5644,31.9996,69.5644,69.5644,15.9998
81.0044,37.262,81.0044,81.0044,18.631
82.4748,37.9384,82.4748,82.4748,18.9692
81.1886,37.3468,81.1886,81.1886,18.6734
77.6532,35.7205,77.6532,77.6532,17.8602
76.6384,35.2537,76.6384,76.6384,17.6268
71.7102,32.9867,71.7102,71.7102,16.4933
68.4236,31.4749,68.4236,68.4236,15.7374
65.1564,29.9719,65.1564,65.1564,14.986
63.253,29.0964,63.253,63.253,14.5482
62.1057,28.5686,62.1057,62.1057,14.2843
63.0074,28.9834,63.0074,63.0074,14.4917
67.6706,31.1285,67.6706,67.6706,15.5642
61.4562,28.2698,61.4562,61.4562,14.1349
61.0845,28.0989,61.0845,61.0845,14.0494
67.9292,31.2474,67.9292,67.9292,15.6237
71.3224,32.8083,71.3224,71.3224,16.4041
72.6021,33.397,72.6021,72.6021,16.6985
70.6276,32.4887,70.6276,70.6276,16.2443
71.7199,32.9911,71.7199,71.7199,16.4956
76.241,35.0708,76.241,76.241,17.5354
76.6352,35.2522,76.6352,76.6352,17.6261
75.0355,34.5164,75.0355,75.0355,17.2582
70.7278,32.5348,70.7278,70.7278,16.2674
69.7066,32.065,69.7066,69.7066,16.0325
81.3534,37.4226,81.3534,81.3534,18.7113
83.2633,38.3011,83.2633,83.2633,19.1506
82.3391,37.876,82.3391,82.3391,18.938
78.4352,36.0802,78.4352,78.4352,18.0401
77.2072,35.5153,77.2072,77.2072,17.7577
72.1303,33.1799,72.1303,72.1303,16.59
68.5076,31.5135,68.5076,68.5076,15.7568
65.4763,30.1191,65.4763,65.4763,15.0596
63.0591,29.0072,63.0591,63.0591,14.5036
62.2899,28.6534,62.2899,62.2899,14.3267
62.7133,28.8481,62.7133,62.7133,14.4241
66.6171,30.6439,66.6171,66.6171,15.3219
61.4271,28.2565,61.4271,61.4271,14.1282
61.3172,28.2059,61.3172,61.3172,14.103
67.6836,31.1344,67.6836,67.6836,15.5672
70.7665,32.5526,70.7665,70.7665,16.2763
72.9124,33.5397,72.9124,72.9124,16.7698
70.3432,32.3579,70.3432,70.3432,16.1789
71.791,33.0238,71.791,71.791,16.5119
74.8481,34.4301,74.8481,74.8481,17.2151
74.9418,34.4732,74.9418,74.9418,17.2366
73.3971,33.7627,73.3971,73.3971,16.8813
68.3428,31.4377,68.3428,68.3428,15.7188
68.052,31.3039,68.052,68.052,15.652
79.5663,36.6005,79.5663,79.5663,18.3003
81.3082,37.4018,81.3082,81.3082,18.7009
80.455,37.0093,80.455,80.455,18.5047
78.3577,36.0445,78.3577,78.3577,18.0223
78.3027,36.0193,78.3027,78.3027,18.0096
73.8269,33.9604,73.8269,73.8269,16.9802
70.4951,32.4277,70.4951,70.4951,16.2139
66.9241,30.7851,66.9241,66.9241,15.3925
65.2017,29.9928,65.2017,65.2017,14.9964
63.9316,29.4085,63.9316,63.9316,14.7043
64.2903,29.5736,64.2903,64.2903,14.7868
66.5396,30.6082,66.5396,66.5396,15.3041
62.151,28.5895,62.151,62.151,14.2947
63.9995,29.4398,63.9995,63.9995,14.7199
70.5209,32.4396,70.5209,70.5209,16.2198
73.41,33.7686,73.41,73.41,16.8843
74.916,34.4613,74.916,74.916,17.2307
72.6344,33.4118,72.6344,72.6344,16.7059
72.182,33.2037,72.182,72.182,16.6019
74.6898,34.3573,74.6898,74.6898,17.1786
74.8546,34.4331,74.8546,74.8546,17.2166
72.8671,33.5189,72.8671,72.8671,16.7594
68.9794,31.7305,68.9794,68.9794,15.8653
68.8017,31.6488,68.8017,68.8017,15.8244
78.9749,36.3285,78.9749,78.9749,18.1642
79.1721,36.4191,79.1721,79.1721,18.2096
78.0281,35.8929,78.0281,78.0281,17.9465
75.3846,34.6769,75.3846,75.3846,17.3385
73.0707,33.6125,73.0707,73.0707,16.8063
69.0344,31.7558,69.0344,69.0344,15.8779
66.5589,30.6171,66.5589,66.5589,15.3086
63.8088,29.3521,63.8088,63.8088,14.676
61.8892,28.469,61.8892,61.8892,14.2345
61.6372,28.3531,61.6372,61.6372,14.1765
61.7018,28.3828,61.7018,61.7018,14.1914
63.8541,29.3729,63.8541,63.8541,14.6864
58.8192,27.0568,58.8192,58.8192,13.5284
59.3912,27.3199,59.3912,59.3912,13.66
63.2077,29.0756,63.2077,63.2077,14.5378
66.1905,30.4476,66.1905,66.1905,15.2238
66.9403,30.7925,66.9403,66.9403,15.3963
66.462,30.5725,66.462,66.462,15.2863
65.4182,30.0924,65.4182,65.4182,15.0462
67.7482,31.1642,67.7482,67.7482,15.5821
67.4024,31.0051,67.4024,67.4024,15.5026
66.8336,30.7435,66.8336,66.8336,15.3717
65.89,30.3094,65.89,65.89,15.1547
66.378,30.5339,66.378,66.378,15.2669
78.9006,36.2943,78.9006,78.9006,18.1471
81.0012,37.2605,81.0012,81.0012,18.6303
81.2306,37.3661,81.2306,81.2306,18.683
78.0442,35.9003,78.0442,78.0442,17.9502
75.0549,34.5253,75.0549,75.0549,17.2626
70.2559,32.3177,70.2559,70.2559,16.1589
66.7722,30.7152,66.7722,66.7722,15.3576
64.1384,29.5037,64.1384,64.1384,14.7518
62.1574,28.5924,62.1574,62.1574,14.2962
60.8583,27.9948,60.8583,60.8583,13.9974
61.9862,28.5136,61.9862,61.9862,14.2568
65.7543,30.247,65.7543,65.7543,15.1235
61.5564,28.3159,61.5564,61.5564,14.158
61.133,28.1212,61.133,61.133,14.0606
69.0312,31.7543,69.0312,69.0312,15.8772
70.9507,32.6373,70.9507,70.9507,16.3187
71.7781,33.0179,71.7781,71.7781,16.509
68.5141,31.5165,68.5141,68.5141,15.7582
69.2089,31.8361,69.2089,69.2089,15.918
73.6136,33.8623,73.6136,73.6136,16.9311
71.9687,33.1056,71.9687,71.9687,16.5528
70.4078,32.3876,70.4078,70.4078,16.1938
66.016,30.3674,66.016,66.016,15.1837
66.294,30.4952,66.294,66.294,15.2476
77.3785,35.5941,77.3785,77.3785,17.7971
78.3286,36.0312,78.3286,78.3286,18.0156
76.2216,35.0619,76.2216,76.2216,17.531
72.1691,33.1978,72.1691,72.1691,16.5989
72.6506,33.4193,72.6506,72.6506,16.7096
68.359,31.4451,68.359,68.359,15.7226
65.8221,30.2782,65.8221,65.8221,15.1391
63.8476,29.3699,63.8476,63.8476,14.6849
62.1898,28.6073,62.1898,62.1898,14.3036
61.6307,28.3501,61.6307,61.6307,14.1751
63.0203,28.9893,63.0203,63.0203,14.4947
66.8724,30.7613,66.8724,66.8724,15.3807
61.2655,28.1821,61.2655,61.2655,14.0911
59.194,27.2293,59.194,59.194,13.6146
66.3424,30.5175,66.3424,66.3424,15.2588
70.4822,32.4218,70.4822,70.4822,16.2109
69.9005,32.1542,69.9005,69.9005,16.0771
67.0469,30.8416,67.0469,67.0469,15.4208
66.6042,30.6379,66.6042,66.6042,15.319
70.1008,32.2464,70.1008,70.1008,16.1232
69.0926,31.7826,69.0926,69.0926,15.8913
66.7141,30.6885,66.7141,66.7141,15.3442
62.7618,28.8704,62.7618,62.7618,14.4352
62.6777,28.8318,62.6777,62.6777,14.4159
72.9996,33.5798,72.9996,72.9996,16.7899
72.0818,33.1576,72.0818,72.0818,16.5788
70.6728,32.5095,70.6728,70.6728,16.2548
66.5751,30.6245,66.5751,66.5751,15.3123
66.2616,30.4804,66.2616,66.2616,15.2402
62.0314,28.5344,62.0314,62.0314,14.2672
59.6723,27.4493,59.6723,59.6723,13.7246
57.394,26.4012,57.394,57.394,13.2006
54.7117,25.1674,54.7117,54.7117,12.5837
56.8155,26.1351,56.8155,56.8155,13.0676
58.0016,26.6807,58.0016,58.0016,13.3404
62.3449,28.6786,62.3449,62.3449,14.3393
59.2554,27.2575,59.2554,59.2554,13.6287
56.7865,26.1218,56.7865,56.7865,13.0609
63.3758,29.1529,63.3758,63.3758,14.5764
66.1065,30.409,66.1065,66.1065,15.2045
66.4782,30.58,66.4782,66.4782,15.29
63.9575,29.4204,63.9575,63.9575,14.7102
64.6393,29.7341,64.6393,64.6393,14.8671
67.5898,31.0913,67.5898,67.5898,15.5457
67.4897,31.0452,67.4897,67.4897,15.5226
65.1403,29.9645,65.1403,65.1403,14.9823
62.9944,28.9774,62.9944,62.9944,14.4887
64.4164,29.6315,64.4164,64.4164,14.8158
73.6524,33.8801,73.6524,73.6524,16.9401
73.0158,33.5873,73.0158,73.0158,16.7936
70.6922,32.5184,70.6922,70.6922,16.2592
66.95,30.797,66.95,66.95,15.3985
67.2214,30.9219,67.2214,67.2214,15.4609
63.5438,29.2302,63.5438,63.5438,14.6151
61.3948,28.2416,61.3948,61.3948,14.1208
59.501,27.3705,59.501,59.501,13.6852
58.0726,26.7134,58.0726,58.0726,13.3567
57.3585,26.3849,57.3585,57.3585,13.1924
59.4719,27.3571,59.4719,59.4719,13.6785
64.4002,29.6241,64.4002,64.4002,14.812
59.947,27.5756,59.947,59.947,13.7878
58.7545,27.0271,58.7545,58.7545,13.5135
63.5955,29.2539,63.5955,63.5955,14.627
66.7108,30.687,66.7108,66.7108,15.3435
67.9227,31.2444,67.9227,67.9227,15.6222
65.4893,30.1251,65.4893,65.4893,15.0625
66.239,30.4699,66.239,66.239,15.235
69.8197,32.1171,69.8197,69.8197,16.0585
69.9199,32.1631,69.9199,69.9199,16.0816
68.9504,31.7172,68.9504,68.9504,15.8586
65.5927,30.1726,65.5927,65.5927,15.0863
65.6282,30.189,65.6282,65.6282,15.0945
78.474,36.098,78.474,78.474,18.049
78.4772,36.0995,78.4772,78.4772,18.0498
76.9325,35.389,76.9325,76.9325,17.6945
73.2808,33.7092,73.2808,73.2808,16.8546
72.3662,33.2885,72.3662,72.3662,16.6442
68.1166,31.3336,68.1166,68.1166,15.6668
65.5377,30.1474,65.5377,65.5377,15.0737
62.7327,28.857,62.7327,62.7327,14.4285
60.7646,27.9517,60.7646,60.7646,13.9759
59.6044,27.418,59.6044,59.6044,13.709
61.5273,28.3025,61.5273,61.5273,14.1513
65.3859,30.0775,65.3859,65.3859,15.0387
60.7291,27.9354,60.7291,60.7291,13.9677
60.6903,27.9175,60.6903,60.6903,13.9588
66.0322,30.3748,66.0322,66.0322,15.1874
68.3137,31.4243,68.3137,68.3137,15.7122
69.7486,32.0843,69.7486,69.7486,16.0422
67.0146,30.8267,67.0146,67.0146,15.4134
65.2275,30.0047,65.2275,65.2275,15.0023
68.9956,31.738,68.9956,68.9956,15.869
67.8936,31.2311,67.8936,67.8936,15.6155
66.895,30.7717,66.895,66.895,15.3859
64.1223,29.4963,64.1223,64.1223,14.7481
65.318,30.0463,65.318,65.318,15.0231
73.9368,34.0109,73.9368,73.9368,17.0055
72.7799,33.4787,72.7799,72.7799,16.7394
71.3612,32.8261,71.3612,71.3612,16.4131
67.2344,30.9278,67.2344,67.2344,15.4639
67.8322,31.2028,67.8322,67.8322,15.6014
63.3758,29.1529,63.3758,63.3758,14.5764
60.7226,27.9324,60.7226,60.7226,13.9662
58.4023,26.865,58.4023,58.4023,13.4325
56.6669,26.0668,56.6669,56.6669,13.0334
56.1175,25.8141,56.1175,56.1175,12.907
57.4813,26.4414,57.4813,57.4813,13.2207
60.0957,27.644,60.0957,60.0957,13.822
57.7172,26.5499,57.7172,57.7172,13.2749
58.2827,26.81,58.2827,58.2827,13.405
63.2465,29.0934,63.2465,63.2465,14.5467
66.1711,30.4387,66.1711,66.1711,15.2194
67.6254,31.1077,67.6254,67.6254,15.5538
65.8577,30.2945,65.8577,65.8577,15.1473
66.1421,30.4253,66.1421,66.1421,15.2127
69.3382,31.8956,69.3382,69.3382,15.9478
68.3137,31.4243,68.3137,68.3137,15.7122
67.4509,31.0274,67.4509,67.4509,15.5137
63.4404,29.1826,63.4404,63.4404,14.5913
61.7179,28.3903,61.7179,61.7179,14.1951
72.9738,33.5679,72.9738,72.9738,16.784
71.7522,33.006,71.7522,71.7522,16.503
69.6225,32.0264,69.6225,69.6225,16.0132
66.1938,30.4491,66.1938,66.1938,15.2246
66.3683,30.5294,66.3683,66.3683,15.2647
62.6454,28.8169,62.6454,62.6454,14.4084
59.7111,27.4671,59.7111,59.7111,13.7336
57.8077,26.5915,57.8077,57.8077,13.2958
55.7297,25.6357,55.7297,55.7297,12.8178
55.4809,25.5212,55.4809,55.4809,12.7606
56.4084,25.9478,56.4084,56.4084,12.9739
58.6285,26.9691,58.6285,58.6285,13.4846
55.009,25.3042,55.009,55.009,12.6521
54.9864,25.2938,54.9864,54.9864,12.6469
58.454,26.8888,58.454,58.454,13.4444
60.4511,27.8075,60.4511,60.4511,13.9038
61.3948,28.2416,61.3948,61.3948,14.1208
60.3736,27.7718,60.3736,60.3736,13.8859
61.398,28.2431,61.398,61.398,14.1215
62.2124,28.6177,62.2124,62.2124,14.3088
62.4645,28.7336,62.4645,62.4645,14.3668
62.4838,28.7426,62.4838,62.4838,14.3713
62.2479,28.634,62.2479,62.2479,14.317
63.644,29.2762,63.644,63.644,14.6381
76.3347,35.1139,76.3347,76.3347,17.557
77.692,35.7383,77.692,77.692,17.8692
75.8532,34.8925,75.8532,75.8532,17.4462
73.0093,33.5843,73.0093,73.0093,16.7921
69.2283,31.845,69.2283,69.2283,15.9225
65.2275,30.0047,65.2275,65.2275,15.0023
62.0056,28.5226,62.0056,62.0056,14.2613
59.863,27.537,59.863,59.863,13.7685
57.882,26.6257,57.882,57.882,13.3129
56.8672,26.1589,56.8672,56.8672,13.0795
58.7933,27.0449,58.7933,58.7933,13.5225
63.4921,29.2064,63.4921,63.4921,14.6032
58.0985,26.7253,58.0985,58.0985,13.3627
57.882,26.6257,57.882,57.882,13.3129
64.914,29.8605,64.914,64.914,14.9302
68.2749,31.4065,68.2749,68.2749,15.7032
69.4577,31.9506,69.4577,69.4577,15.9753
67.2117,30.9174,67.2117,67.2117,15.4587
67.1471,30.8877,67.1471,67.1471,15.4438
70.7633,32.5511,70.7633,70.7633,16.2756
70.3432,32.3579,70.3432,70.3432,16.1789
68.9148,31.7008,68.9148,68.9148,15.8504
64.956,29.8798,64.956,64.956,14.9399
64.6393,29.7341,64.6393,64.6393,14.8671
77.3946,35.6015,77.3946,77.3946,17.8008
78.4579,36.0906,78.4579,78.4579,18.0453
76.6029,35.2373,76.6029,76.6029,17.6187
72.7475,33.4639,72.7475,72.7475,16.7319
72.5116,33.3554,72.5116,72.5116,16.6777
68.2943,31.4154,68.2943,68.2943,15.7077
64.9948,29.8976,64.9948,64.9948,14.9488
62.3934,28.7009,62.3934,62.3934,14.3505
60.6063,27.8789,60.6063,60.6063,13.9394
60.1086,27.6499,60.1086,60.1086,13.825
60.9941,28.0573,60.9941,60.9941,14.0286
64.7751,29.7965,64.7751,64.7751,14.8983
59.9147,27.5608,59.9147,59.9147,13.7804
59.9922,27.5964,59.9922,59.9922,13.7982
65.4957,30.128,65.4957,65.4957,15.064
68.7952,31.6458,68.7952,68.7952,15.8229
70.7665,32.5526,70.7665,70.7665,16.2763
68.2814,31.4094,68.2814,68.2814,15.7047
68.5496,31.5328,68.5496,68.5496,15.7664
72.4858,33.3435,72.4858,72.4858,16.6717
71.6423,32.9555,71.6423,71.6423,16.4777
70.3917,32.3802,70.3917,70.3917,16.1901
65.9966,30.3585,65.9966,65.9966,15.1792
66.3004,30.4982,66.3004,66.3004,15.2491
77.3526,35.5822,77.3526,77.3526,17.7911
77.7986,35.7874,77.7986,77.7986,17.8937
76.7257,35.2938,76.7257,76.7257,17.6469
72.9608,33.562,72.9608,72.9608,16.781
72.8348,33.504,72.8348,72.8348,16.752
68.1328,31.3411,68.1328,68.1328,15.6705
65.4408,30.1028,65.4408,65.4408,15.0514
62.7941,28.8853,62.7941,62.7941,14.4426
60.9617,28.0424,60.9617,60.9617,14.0212
60.0827,27.6381,60.0827,60.0827,13.819
62.1478,28.588,62.1478,62.1478,14.294
65.2921,30.0344,65.2921,65.2921,15.0172
60.3089,27.7421,60.3089,60.3089,13.8711
60.0666,27.6306,60.0666,60.0666,13.8153
65.457,30.1102,65.457,65.457,15.0551
67.0825,30.8579,67.0825,67.0825,15.429
67.8387,31.2058,67.8387,67.8387,15.6029
64.6814,29.7534,64.6814,64.6814,14.8767
64.5715,29.7029,64.5715,64.5715,14.8514
67.4089,31.0081,67.4089,67.4089,15.504
65.9611,30.3421,65.9611,65.9611,15.1711
66.3909,30.5398,66.3909,66.3909,15.2699
63.1593,29.0533,63.1593,63.1593,14.5266
64.0383,29.4576,64.0383,64.0383,14.7288
75.1907,34.5877,75.1907,75.1907,17.2939
75.1002,34.5461,75.1002,75.1002,17.273
73.7655,33.9321,73.7655,73.7655,16.9661
69.9716,32.1869,69.9716,69.9716,16.0935
70.3141,32.3445,70.3141,70.3141,16.1722
66.0193,30.3689,66.0193,66.0193,15.1844
63.0914,29.022,63.0914,63.0914,14.511
61.1007,28.1063,61.1007,61.1007,14.0532
59.3201,27.2872,59.3201,59.3201,13.6436
58.4928,26.9067,58.4928,58.4928,13.4533
59.556,27.3957,59.556,59.556,13.6979
64.2774,29.5676,64.2774,64.2774,14.7838
59.1423,27.2055,59.1423,59.1423,13.6027
58.8967,27.0925,58.8967,58.8967,13.5462
64.6943,29.7594,64.6943,64.6943,14.8797
67.9776,31.2697,67.9776,67.9776,15.6349
70.0847,32.2389,70.0847,70.0847,16.1195
67.2053,30.9144,67.2053,67.2053,15.4572
68.0035,31.2816,68.0035,68.0035,15.6408
